id,vendor_id,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,Month,Day,Time,Distance,days_of_week_onehot_1,days_of_week_onehot_2,days_of_week_onehot_3,days_of_week_onehot_4,days_of_week_onehot_5,days_of_week_onehot_6,days_of_week_onehot_7,date,maximumTemperature,minimumTemperature,averageTemperature,precipitation,snowFall,snowDepth
id3112390,2,1,-73.9463882446289,40.7724723815918,-73.9542236328125,40.778018951416,1,440,4,30,9.36666666666667,0.90315740280124,0,0,0,0,0,0,1,30-4-2016,65,46,55.5,0,0,0
id0188198,2,5,-74.005744934082,40.7176856994629,-73.9854583740234,40.7614555358887,1,728,4,13,6.83333333333333,5.15836604377537,0,0,0,1,0,0,0,13-4-2016,58,40,49,0,0,0
id2869670,1,1,-73.98681640625,40.7476806640625,-73.9474334716797,40.8168907165527,1,1089,2,13,1.21666666666667,8.37977660857147,0,0,0,0,0,0,1,13-2-2016,22,6,14,0,0,0
id2266754,1,1,-73.9885711669922,40.7593574523926,-73.940803527832,40.8158073425293,1,1303,4,5,22.6333333333333,7.45471792653284,0,0,1,0,0,0,0,5-4-2016,43,26,34.5,0,0,0
id0915810,1,2,-73.9626770019531,40.799129486084,-73.9657516479492,40.807861328125,1,360,4,27,8.41666666666667,1.00483375470647,0,0,0,1,0,0,0,27-4-2016,62,46,54,0,0,0
id0453581,2,1,-73.9898986816406,40.7569694519043,-73.9744415283203,40.7639312744141,1,549,1,22,7.41666666666667,1.51463345177762,0,0,0,0,0,1,0,22-1-2016,30,21,25.5,0.01,0.2,0
id1437132,1,1,-74.0027694702148,40.7183609008789,-73.9933395385742,40.7025032043457,1,694,4,15,21.8,1.93415559013889,0,0,0,0,0,1,0,15-4-2016,65,42,53.5,0,0,0
id0210472,1,1,-73.985107421875,40.727596282959,-73.9874267578125,40.7407264709473,1,611,5,26,22.0833333333333,1.47303073244339,0,0,0,0,1,0,0,26-5-2016,90,69,79.5,0,0,0
id1921923,1,2,-73.9660568237305,40.789852142334,-73.9647598266602,40.8017311096191,1,533,5,25,8.3,1.32538548850669,0,0,0,1,0,0,0,25-5-2016,88,61,74.5,0,0,0
id1648928,1,2,-73.9870834350586,40.7333335876465,-73.9872207641602,40.7299156188965,1,148,3,16,18.5,0.38023689733159,0,0,0,1,0,0,0,16-3-2016,65,48,56.5,0.02,0,0
id3569175,1,1,-73.9481887817383,40.7828559875488,-73.9890670776367,40.7566909790039,1,1284,5,3,7.2,4.50723955157107,0,0,1,0,0,0,0,3-5-2016,56,51,53.5,0.61,0,0
id2722882,2,5,-73.9544219970703,40.763671875,-73.9587478637695,40.7679595947266,1,137,4,7,0.133333333333333,0.600030126921804,0,0,0,0,1,0,0,7-4-2016,58,48,53,0.09,0,0
id0299142,1,1,-74.007453918457,40.7409324645996,-74.0105056762695,40.718189239502,1,733,3,7,9.9,2.54197166211718,0,1,0,0,0,0,0,7-3-2016,60,36,48,0,0,0
id2580030,1,1,-73.9946899414062,40.7212142944336,-73.968132019043,40.79296875,1,1117,6,11,4.71666666666667,8.28637523130413,0,0,0,0,0,0,1,11-6-2016,88,59,73.5,0,0,0
id1357698,2,1,-73.9958267211914,40.7417106628418,-73.9884185791016,40.7540283203125,1,1019,2,18,10.9166666666667,1.50513298412562,0,0,0,0,1,0,0,18-2-2016,36,27,31.5,0,0,0
id1252313,2,1,-73.9865264892578,40.766731262207,-73.9841384887695,40.7542991638184,1,511,1,17,12.3166666666667,1.39694090923015,1,0,0,0,0,0,0,17-1-2016,42,30,36,0.05,0.4,0
id3515291,1,1,-73.9698104858398,40.7847900390625,-73.9700317382812,40.7945175170898,1,426,5,13,9.38333333333333,1.08180657457282,0,0,0,0,0,1,0,13-5-2016,65,57,61,0.25,0,0
id0937840,1,1,-73.9637756347656,40.7744827270508,-73.9704666137695,40.7837715148926,1,414,6,29,12.9166666666667,1.17652599648952,0,0,0,1,0,0,0,29-6-2016,83,67,75,0.01,0,0
id0347499,2,6,-73.9687423706055,40.7637710571289,-73.9851303100586,40.7420768737793,1,1190,4,26,13.1666666666667,2.77932713228622,0,0,1,0,0,0,0,26-4-2016,60,47,53.5,0.24,0,0
id1257081,1,1,-73.9554443359375,40.7793846130371,-73.9495697021484,40.7726364135742,1,295,3,22,20.35,0.898747466036971,0,0,1,0,0,0,0,22-3-2016,56,35,45.5,0,0,0
id3080077,2,6,-73.9754409790039,40.7517204284668,-74.0072708129883,40.7072792053223,1,874,4,16,18.95,5.6225784374303,0,0,0,0,0,0,1,16-4-2016,68,43,55.5,0,0,0
id3984187,2,2,-73.9508590698242,40.7747688293457,-73.9450607299805,40.7792587280273,1,108,2,19,6.63333333333333,0.698306046148417,0,0,0,0,0,1,0,19-2-2016,39,24,31.5,0,0,0
id3382658,2,2,-73.9791107177734,40.7536506652832,-73.9978256225586,40.7531356811523,1,1012,3,22,14.15,1.57745386158768,0,0,1,0,0,0,0,22-3-2016,56,35,45.5,0,0,0
id2356733,2,2,-73.7896194458008,40.6472282409668,-73.9596481323242,40.7599487304688,1,2404,4,2,8.1,19.0401590055458,0,0,0,0,0,0,1,2-4-2016,61,49,55,0.16,0,0
id3990265,2,1,-73.9992904663086,40.7339210510254,-73.9943313598633,40.7397804260254,1,154,5,5,9.83333333333333,0.77399772073034,0,0,0,0,1,0,0,5-5-2016,57,46,51.5,0,0,0
id1967014,1,4,-74.0141677856445,40.7113800048828,-74.0049591064453,40.7125205993652,1,381,6,12,12.45,0.786452679054072,1,0,0,0,0,0,0,12-6-2016,83,62,72.5,0,0,0
id3993973,2,1,-73.9517364501953,40.7817535400391,-73.9555892944336,40.7767333984375,1,192,5,31,16.15,0.645635738482233,0,0,1,0,0,0,0,31-5-2016,85,71,78,0,0,0
id1215289,2,1,-73.9999008178711,40.7267799377441,-74.0160064697266,40.7147789001465,1,554,3,19,13.5,1.90342210284228,0,0,0,0,0,0,1,19-3-2016,46,36,41,0,0,0
id0677664,2,5,-73.984016418457,40.7618713378906,-73.9933624267578,40.7520294189453,1,600,6,20,21.6333333333333,1.34808540685353,0,1,0,0,0,0,0,20-6-2016,84,64,74,0,0,0
id1758985,2,2,-73.9761734008789,40.7448310852051,-73.9756698608398,40.7446403503418,1,1252,3,19,20.0333333333333,0.0474266686521579,0,0,0,0,0,0,1,19-3-2016,46,36,41,0,0,0
id2194567,2,1,-73.970458984375,40.7591514587402,-73.9759826660156,40.7445907592773,1,579,3,16,15.95,1.6846065271124,0,0,0,1,0,0,0,16-3-2016,65,48,56.5,0.02,0,0
id1015609,2,1,-73.9823379516602,40.7736282348633,-73.9684143066406,40.7606201171875,1,513,2,1,10.85,1.86202706172004,0,1,0,0,0,0,0,1-2-2016,59,44,51.5,0.01,0,2
id2159465,2,2,-73.9822692871094,40.7709312438965,-73.9594802856445,40.780200958252,1,855,5,6,19.1833333333333,2.1782551277072,0,0,0,0,0,1,0,6-5-2016,54,48,51,0.54,0,0
id3589393,2,5,-73.984748840332,40.7593955993652,-73.9883270263672,40.7548027038574,1,358,2,15,20.5166666666667,0.593004330963598,0,1,0,0,0,0,0,15-2-2016,35,13,24,0.44,1.4,0
id1728945,2,1,-74.0068588256836,40.705638885498,-73.9835891723633,40.7298889160156,1,740,1,26,22.0166666666667,3.33421895997599,0,0,1,0,0,0,0,26-1-2016,48,38,43,0,0,17
id1172846,2,2,-73.9688491821289,40.76318359375,-73.8859558105469,40.7425765991211,1,1267,6,5,2.56666666666667,7.34878507266102,1,0,0,0,0,0,0,5-6-2016,71,65,68,0.91,0,0
id3347687,1,1,-73.9640426635742,40.7571182250977,-74.0043334960938,40.7430534362793,1,789,5,31,0.583333333333333,3.7369846148738,0,0,1,0,0,0,0,31-5-2016,85,71,78,0,0,0
id0413776,1,1,-73.9995956420898,40.7347869873047,-74.004264831543,40.7229194641113,1,576,3,5,1.98333333333333,1.37701325322588,0,0,0,0,0,0,1,5-3-2016,41,28,34.5,0,0,0
id2769424,2,2,-73.972412109375,40.7599067687988,-74.0113983154297,40.7036094665527,1,1294,4,28,13.2166666666667,7.06954595542499,0,0,0,0,1,0,0,28-4-2016,59,48,53.5,0,0,0
id2175726,2,1,-73.983512878418,40.7344779968262,-73.9893035888672,40.7264595031738,1,163,3,18,18.5166666666667,1.01639647903256,0,0,0,0,0,1,0,18-3-2016,57,42,49.5,0,0,0
id3928179,1,1,-74.0050659179688,40.7415313720703,-73.9888916015625,40.7270355224609,1,468,5,8,23.1666666666667,2.11076844918619,1,0,0,0,0,0,0,8-5-2016,66,49,57.5,0.16,0,0
id0226068,2,1,-74.0050354003906,40.7229423522949,-74.009162902832,40.734058380127,1,453,3,5,15.9833333333333,1.28404671686787,0,0,0,0,0,0,1,5-3-2016,41,28,34.5,0,0,0
id3690986,1,1,-73.9920425415039,40.7440872192383,-73.9927749633789,40.7526817321777,1,256,5,5,0.583333333333333,0.9576558339729,0,0,0,0,1,0,0,5-5-2016,57,46,51.5,0,0,0
id2904839,2,1,-73.9790267944336,40.7850494384766,-73.9437026977539,40.7765083312988,1,1201,3,18,13.95,3.12218462818812,0,0,0,0,0,1,0,18-3-2016,57,42,49.5,0,0,0
id0442241,1,1,-73.9823455810547,40.7316970825195,-73.9761657714844,40.7402687072754,1,138,4,15,2.58333333333333,1.08607015895793,0,0,0,0,0,1,0,15-4-2016,65,42,53.5,0,0,0
id1071346,2,1,-73.9691772460938,40.7573890686035,-73.9587097167969,40.7646293640137,1,377,4,29,6.95,1.19390069141219,0,0,0,0,0,1,0,29-4-2016,58,45,51.5,0.05,0,0
id1939204,2,1,-73.9815826416016,40.7677230834961,-73.9593887329102,40.7713661193848,1,488,3,3,19.8833333333333,1.91240250008955,0,0,0,0,1,0,0,3-3-2016,36,26,31,0,0,0
id3331093,2,1,-73.991081237793,40.7564315795898,-73.9787063598633,40.754280090332,1,614,2,8,8.33333333333333,1.06944514673741,0,1,0,0,0,0,0,8-2-2016,39,28,33.5,0.05,0.1,0
id3339955,1,2,-73.9815979003906,40.7410774230957,-73.9667358398438,40.761402130127,1,385,1,1,14.9833333333333,2.58358615995676,0,0,0,0,0,1,0,1-1-2016,42,34,38,0,0,0
id2640593,1,1,-73.9769134521484,40.7765769958496,-73.8727188110352,40.7744674682617,1,1305,6,1,6.11666666666667,8.77684873821403,0,0,0,1,0,0,0,1-6-2016,83,66,74.5,0,0,0
id1981043,2,1,-73.9814834594727,40.7410354614258,-73.9724884033203,40.7535972595215,1,435,1,28,7.71666666666667,1.58910638837472,0,0,0,0,1,0,0,28-1-2016,42,32,37,0,0,6
id2130524,2,1,-73.9781188964844,40.7249908447266,-73.9885482788086,40.7187805175781,1,329,4,2,1.75,1.11774807050787,0,0,0,0,0,0,1,2-4-2016,61,49,55,0.16,0,0
id1565527,2,1,-73.9794235229492,40.7817115783691,-73.7842864990234,40.643440246582,1,2006,2,6,8.66666666666667,22.5144110400501,0,0,0,0,0,0,1,6-2-2016,40,30,35,0,0,0
id1062183,2,1,-73.9837036132812,40.775333404541,-73.9706649780273,40.7887535095215,1,241,2,21,2.2,1.85256361870469,1,0,0,0,0,0,0,21-2-2016,55,44,49.5,0.03,0,0
id2103402,1,1,-73.9910736083984,40.7394104003906,-73.9913330078125,40.7447166442871,1,382,3,7,14.9833333333333,0.590431977017925,0,1,0,0,0,0,0,7-3-2016,60,36,48,0,0,0
id2240658,1,1,-74.0073776245117,40.7076835632324,-73.9710006713867,40.7554397583008,1,1155,5,20,9.48333333333333,6.131382773313,0,0,0,0,0,1,0,20-5-2016,76,53,64.5,0,0,0
id2342823,2,1,-73.9697570800781,40.7947692871094,-73.9636764526367,40.8118591308594,1,469,1,30,14.05,1.96801920483358,0,0,0,0,0,0,1,30-1-2016,39,28,33.5,0,0,6
id1533862,1,1,-73.9813232421875,40.7790412902832,-73.9399337768555,40.8487396240234,1,799,5,27,21.7333333333333,8.49686185723815,0,0,0,0,0,1,0,27-5-2016,87,73,80,0,0,0
id0526302,1,2,-73.998291015625,40.7508583068848,-73.9719161987305,40.7648315429688,1,1481,3,15,17.3333333333333,2.71092912066954,0,0,1,0,0,0,0,15-3-2016,57,44,50.5,0,0,0
id1700646,1,3,-73.9760971069336,40.7517395019531,-73.9878005981445,40.738151550293,1,481,3,6,9.5,1.8041461188022,1,0,0,0,0,0,0,6-3-2016,44,32,38,0,0,0
id2364897,2,6,-73.9622573852539,40.7791481018066,-73.9722213745117,40.7601890563965,1,509,4,2,12.7,2.26900208631018,0,0,0,0,0,0,1,2-4-2016,61,49,55,0.16,0,0
id1986124,1,2,-73.9795684814453,40.7494277954102,-73.7825927734375,40.6488761901855,1,2466,3,11,13.2,20.0187383279766,0,0,0,0,0,1,0,11-3-2016,68,48,58,0.06,0,0
id0812163,2,1,-73.873046875,40.7741203308105,-73.9637985229492,40.761360168457,1,1456,5,8,17.3333333333333,7.77323231676659,1,0,0,0,0,0,0,8-5-2016,66,49,57.5,0.16,0,0
id3669816,2,4,-73.9908065795898,40.7495040893555,-73.9930038452148,40.7133331298828,1,1245,2,7,19.7666666666667,4.02628623353451,1,0,0,0,0,0,0,7-2-2016,47,33,40,0,0,0
id0235046,1,1,-73.9481048583984,40.7898216247559,-73.9414978027344,40.8045234680176,1,277,2,12,7.73333333333333,1.72678744548863,0,0,0,0,0,1,0,12-2-2016,27,15,21,0,0,0
id1075202,2,1,-73.972900390625,40.758171081543,-73.993049621582,40.7412986755371,1,1185,2,3,18.8333333333333,2.52997262782347,0,0,0,1,0,0,0,3-2-2016,59,42,50.5,0.73,0,0
id2556703,2,1,-73.9731750488281,40.7642784118652,-73.9765701293945,40.7594718933105,1,170,6,14,8.53333333333333,0.606144053003405,0,0,1,0,0,0,0,14-6-2016,79,58,68.5,0,0,0
id1366819,1,1,-73.9819107055664,40.7645606994629,-74.0076904296875,40.7049980163574,1,1189,2,13,3.6,6.97015837199851,0,0,0,0,0,0,1,13-2-2016,22,6,14,0,0,0
id2155863,1,2,-73.9800643920898,40.7517166137695,-73.9502182006836,40.8098678588867,1,1635,5,2,13.2333333333333,6.93728489247638,0,1,0,0,0,0,0,2-5-2016,60,45,52.5,0.04,0,0
id2708344,2,5,-73.9599761962891,40.770580291748,-73.9815292358398,40.780574798584,1,471,5,3,21.4166666666667,2.12810654750966,0,0,1,0,0,0,0,3-5-2016,56,51,53.5,0.61,0,0
id1365700,2,1,-73.9553833007812,40.7734184265137,-73.9529800415039,40.7680702209473,1,173,1,7,12.95,0.628186486715125,0,0,0,0,1,0,0,7-1-2016,46,31,38.5,0,0,0
id2123632,1,1,-73.9402236938477,40.8004531860352,-73.9779510498047,40.763298034668,1,1420,5,17,18.1166666666667,5.21146214123903,0,0,1,0,0,0,0,17-5-2016,64,52,58,0,0,0
id3952186,1,1,-73.9915313720703,40.7339515686035,-73.9913940429688,40.7177467346191,1,964,6,12,1.65,1.80193248707571,1,0,0,0,0,0,0,12-6-2016,83,62,72.5,0,0,0
id0627056,2,1,-73.9939498901367,40.7289619445801,-73.9553070068359,40.7769088745117,1,849,3,8,0.166666666666667,6.2465706679861,0,0,1,0,0,0,0,8-3-2016,67,47,57,0,0,0
id0884773,2,1,-73.9629058837891,40.7781448364258,-73.9909439086914,40.7404861450195,1,1325,3,10,10.5,4.80744775526588,0,0,0,0,1,0,0,10-3-2016,79,63,71,0,0,0
id2094868,2,5,-73.8761215209961,40.7732582092285,-73.8761215209961,40.7732582092285,1,287,5,31,8.26666666666667,0,0,0,1,0,0,0,0,31-5-2016,85,71,78,0,0,0
id3967144,2,1,-73.9850311279297,40.7448425292969,-73.9824600219727,40.7683029174805,1,1021,3,12,12.6166666666667,2.61764975552774,0,0,0,0,0,0,1,12-3-2016,59,40,49.5,0,0,0
id3127191,2,1,-73.9913177490234,40.7374496459961,-73.9865417480469,40.7509918212891,1,635,4,21,20.8833333333333,1.55864852169184,0,0,0,0,1,0,0,21-4-2016,73,49,61,0,0,0
id2418656,2,1,-73.981819152832,40.7322998046875,-73.9579772949219,40.7788887023926,1,1330,5,23,9.58333333333333,5.55607289840062,0,1,0,0,0,0,0,23-5-2016,78,56,67,0.02,0,0
id3309035,2,1,-73.9543991088867,40.787109375,-73.9514465332031,40.8002891540527,1,289,5,5,21.9333333333333,1.48645255665963,0,0,0,0,1,0,0,5-5-2016,57,46,51.5,0,0,0
id0161910,2,1,-73.9856185913086,40.7679710388184,-73.9880218505859,40.7614898681641,1,382,5,25,18.0833333333333,0.748555624645381,0,0,0,1,0,0,0,25-5-2016,88,61,74.5,0,0,0
id2855702,2,2,-73.9580535888672,40.764949798584,-73.9719696044922,40.7864990234375,1,572,2,29,21.0166666666667,2.6673409880574,0,1,0,0,0,0,0,29-2-2016,61,47,54,0.05,0,0
id2813792,2,1,-73.9761581420898,40.7603225708008,-73.9724044799805,40.7465667724609,1,729,3,12,15.1333333333333,1.56191257174726,0,0,0,0,0,0,1,12-3-2016,59,40,49.5,0,0,0
id1168826,1,1,-73.9820327758789,40.7580757141113,-73.9734802246094,40.7627296447754,1,192,3,15,7.21666666666667,0.886948377065402,0,0,1,0,0,0,0,15-3-2016,57,44,50.5,0,0,0
id2353338,2,1,-73.9738235473633,40.752986907959,-73.9642105102539,40.7546882629395,1,350,1,1,11.3833333333333,0.831536581566225,0,0,0,0,0,1,0,1-1-2016,42,34,38,0,0,0
id0955600,2,1,-74.0000228881836,40.7271308898926,-73.993293762207,40.7366485595703,1,686,1,30,22.5166666666667,1.20063361384056,0,0,0,0,0,0,1,30-1-2016,39,28,33.5,0,0,6
id2592256,1,4,-73.9860153198242,40.7461242675781,-73.9938583374023,40.7402572631836,1,190,5,26,10.2333333333333,0.928537743296081,0,0,0,0,1,0,0,26-5-2016,90,69,79.5,0,0,0
id0447210,2,1,-73.994514465332,40.7459259033203,-74.0071334838867,40.7185020446777,1,549,1,31,2.15,3.22945230131011,1,0,0,0,0,0,0,31-1-2016,56,36,46,0,0,4
id2085528,2,5,-73.9642486572266,40.7680130004883,-73.9592361450195,40.7717933654785,1,373,1,16,7.55,0.595718894366104,0,0,0,0,0,0,1,16-1-2016,52,42,47,0.24,0,0
id3697801,1,1,-73.9615478515625,40.7773704528809,-73.955940246582,40.7779731750488,1,110,6,15,13.3,0.476905957965627,0,0,0,1,0,0,0,15-6-2016,85,62,73.5,0,0,0
id1518186,2,4,-73.9936065673828,40.7519111633301,-73.9869384765625,40.7607460021973,1,328,3,6,12.3666666666667,1.13160873023356,1,0,0,0,0,0,0,6-3-2016,44,32,38,0,0,0
id0009234,2,2,-73.9885711669922,40.7488059997559,-74.0016021728516,40.7518997192383,1,351,4,2,4.01666666666667,1.15033377798461,0,0,0,0,0,0,1,2-4-2016,61,49,55,0.16,0,0
id0668313,1,1,-73.997200012207,40.7465286254883,-73.8555068969727,40.896671295166,1,3006,3,25,13.1166666666667,20.5154576027533,0,0,0,0,0,1,0,25-3-2016,72,44,58,0.04,0,0
id2536586,2,4,-73.9974822998047,40.7211875915527,-74.0031585693359,40.7456893920898,1,506,6,23,22.2666666666667,2.76613705508608,0,0,0,0,1,0,0,23-6-2016,83,69,76,0,0,0
id2223724,2,2,-73.9912490844727,40.7504272460938,-73.9861450195312,40.7376174926758,1,273,2,22,1.81666666666667,1.48786763489617,0,1,0,0,0,0,0,22-2-2016,52,38,45,0,0,0
id0363134,1,1,-73.9711532592773,40.7953681945801,-73.9631271362305,40.8088340759277,1,349,4,14,12.3,1.64268511747319,0,0,0,0,1,0,0,14-4-2016,62,43,52.5,0,0,0
id3695550,2,3,-74.0081634521484,40.7118186950684,-74.0103149414062,40.6524200439453,1,893,2,19,10.2,6.60731980598019,0,0,0,0,0,1,0,19-2-2016,39,24,31.5,0,0,0
id2061155,1,1,-73.9880218505859,40.7747535705566,-73.9858627319336,40.7554016113281,1,905,6,23,13.7166666666667,2.1595089314849,0,0,0,0,1,0,0,23-6-2016,83,69,76,0,0,0
id3117115,2,1,-73.8681106567383,40.7725982666016,-73.9111862182617,40.7585906982422,1,844,6,26,17.75,3.94796003914877,1,0,0,0,0,0,0,26-6-2016,87,67,77,0,0,0
id0951031,1,4,-73.9855575561523,40.7276763916016,-73.9784088134766,40.730884552002,1,380,4,16,21.1666666666667,0.700083958541955,0,0,0,0,0,0,1,16-4-2016,68,43,55.5,0,0,0
id1536659,2,5,-73.9733276367188,40.7518882751465,-73.9869918823242,40.756160736084,1,435,5,7,14.2166666666667,1.24516286199097,0,0,0,0,0,0,1,7-5-2016,60,48,54,0,0,0
id2815224,2,1,-73.9532699584961,40.7794799804688,-73.947380065918,40.7750091552734,1,305,3,10,12.7,0.702213308827277,0,0,0,0,1,0,0,10-3-2016,79,63,71,0,0,0
id1999539,2,1,-73.9961929321289,40.7256469726562,-74.0094375610352,40.7239151000977,1,604,6,4,19.95,1.13260761760226,0,0,0,0,0,0,1,4-6-2016,83,66,74.5,0.4,0,0
